StartDate,EndDate,Progress,duration_seconds,Finished,ResponseId,first_time,recieved_survey,recieved_survey_3_TEXT,code_relation,code_relation_4_TEXT,age_part,sex_bio,gender,gender_4_TEXT,rel_status_1,rel_status_1_8_TEXT,relationship_length#1_1_1,relationship_length#1_2_1,children,sex_or_part,sex_or_part_5_TEXT,ethnic,ethnic_7_TEXT,grs_sat_happy,grs_com_commit,grs_int_connected,grs_tru_count,grs_pas_intense,grs_lov_love,ex_g_1,ex_g_2,e_g_3,e_g_4,e_g_5,ex_qt_1,ex_qt_2,ex_qt_3,e_qt_4,e_qt_5,e_qt_6,ex_pt_1,e_pt_2,e_pt_3,e_pt_4,ex_aos-pt_1,ex_aos-pt_2,ex_aos-pt_3,ex_aos_1,ex_aos_2,e_aos_3,e_aos_4,e_aos_5,ex_woa_1,ex_woa_2,ex_woa_3,ex_woa_4,ex_woa_5,ex_woa_6,ex_woa_rev_1,rec_g_1,rec_g_2,rec_g_3,rec_g_4,rec_g_5,rec_qt_1,rec_qt_2,rec_qt_3,rec_qt_4,rec_qt_5,rec_qt_6,rec_pt_1,rec_pt_2,rec_pt_3,rec_pt_4,rec_aos-pt_1,rec_aos-pt_2,rec_aos_pt_3,rec_aos_1,rec_aos_2,rec_aos_3,rec_aos_4,rec_aos_5,rec_woa_1,rec_woa_2,rec_woa_3,rec_woa_4,rec_woa_5,rec_woa_6,rec_woa_rev_1,honest,read,participant_rq,numbergen,randomnumber,pid,sample,time_collected,duration_minutes,rel_leng_months,rel_leng_years,ethnic_1,year_born,taken_before,pref_express,pref_recieve,top_ll,circ_sat,age_float
2024-03-26 19:52:22,2024-03-26 19:56:45,100,262,1.0,R_1s5N3g1HzKL6exg,1.0,2.0,,2.0,,18.0,2.0,2.0,,1.0,,,,1.0,1.0,,2,,,,,,,,4.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,4.0,,42558801,86811202.0,11,SONA,spring24,4.366666666666666,,,2.0,,,,,,,
2024-03-27 10:53:16,2024-03-27 10:59:07,100,350,1.0,R_5jV72FsrXPLVDjm,1.0,1.0,,,,22.0,1.0,1.0,,3.0,,1.0,4.0,1.0,1.0,,2,,6.0,7.0,6.0,7.0,6.0,7.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,2.0,5.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,How do people of different ages differ in their love languages?,38593156,,12,SONA,spring24,5.833333333333333,16.0,1.3333333333333333,2.0,,,,,,,
2024-03-28 15:42:29,2024-03-28 15:48:04,100,335,1.0,R_3DnijGtIBbMI7fD,1.0,1.0,,,,19.0,2.0,2.0,,1.0,,,,1.0,1.0,,"1,2",,,,,,,,3.0,4.0,5.0,5.0,3.0,2.0,2.0,3.0,5.0,5.0,5.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,5.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,1.0,1.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,5.0,2.0,5.0,5.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,5.0,,49565927,,13,SONA,spring24,5.583333333333333,,,8.0,,,,,,,
2024-03-28 17:21:02,2024-03-28 17:32:33,100,691,1.0,R_7mjY2cvRdcuabNn,1.0,3.0,Checked on SONA website from Psyc Professor Butt,,,20.0,2.0,2.0,,3.0,,5.0,5.0,1.0,1.0,,1,,7.0,7.0,7.0,7.0,6.0,7.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,1.0,4.0,5.0,Do partners have the same type of answers for each other?,33769218,,14,SONA,spring24,11.516666666666667,65.0,5.416666666666667,1.0,,,,,,,
2024-03-29 17:54:29,2024-03-29 18:00:43,100,373,1.0,R_5KRCm8pY6An4F6p,1.0,3.0,UNM Instructor,,,50.0,2.0,2.0,,6.0,,3.0,8.0,1.0,1.0,,"2,7",Turkish,,,,,,,3.0,2.0,3.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,2.0,2.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,"I love the 5 love languages book, it was a game changer for me when I read it many years back and I think it has helped me in my relationships figuring out pieces to feel more loved. This is a cool project and thank you for your work.",25595165,,15,SONA,spring24,6.216666666666667,44.0,3.6666666666666665,8.0,,,,,,,
2024-03-30 17:51:24,2024-03-30 18:00:48,100,563,1.0,R_7IE2av1TnvX2CWj,1.0,1.0,,,,22.0,2.0,2.0,,1.0,,,,1.0,1.0,,5,,,,,,,,3.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,5.0,3.0,5.0,5.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,5.0,5.0,2.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,1.0,4.0,5.0,How does the perception of love languages differ between genders?,24700455,,16,SONA,spring24,9.383333333333333,,,5.0,,,,,,,
2024-03-30 18:03:22,2024-03-30 18:09:26,100,363,1.0,R_6mJgFMO9vXlmoww,1.0,1.0,,,,22.0,2.0,2.0,,1.0,,,,1.0,1.0,,5,,,,,,,,3.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,5.0,Is there a difference between the love languages and/or perceptions for men and women?,26744788,,17,SONA,spring24,6.05,,,5.0,,,,,,,
2024-03-31 12:34:10,2024-03-31 12:44:14,100,603,1.0,R_7qWHWV0N3lwMEi7,1.0,3.0,My PSYCH1110 Class,,,19.0,1.0,1.0,,6.0,,2.0,6.0,2.0,1.0,,"1,2",,,,,,,,4.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,,61501402,,18,SONA,spring24,10.05,30.0,2.5,8.0,,,,,,,
2024-03-31 20:06:30,2024-03-31 20:24:02,100,1051,1.0,R_1fNthviPhTbMc0k,1.0,1.0,,,,31.0,2.0,2.0,,6.0,,2.0,1.0,1.0,1.0,,1,,,,,,,,1.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,5.0,"It would be beneficial to have an option for ""not-applicable"" in the instances where participants are supported/monetarily-dependent on their partner or vise-versa. For particular questions, like paying for dates, it is not applicable to me since we have one shared account. Perhaps, in the future, there could be a separate set of questions for those of us in this type of situation as I feel that our love languages are vastly different!",72222251,,19,SONA,spring24,17.516666666666666,25.0,2.083333333333333,1.0,,,,,,,
2024-03-31 23:11:16,2024-03-31 23:15:29,100,253,1.0,R_2zYpOZAmVB3pwZP,1.0,1.0,,,,26.0,2.0,2.0,,3.0,,7.0,,3.0,1.0,,1,,4.0,6.0,7.0,5.0,6.0,7.0,4.0,2.0,4.0,1.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,1.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,4.0,5.0,,87581809,,20,SONA,spring24,4.216666666666667,84.0,7.0,1.0,,,,,,,
2024-04-01 23:31:17,2024-04-01 23:39:34,100,496,1.0,R_7wuxv7BMH9h7NjY,1.0,1.0,,,,28.0,2.0,2.0,,1.0,,,,1.0,3.0,,"1,2",,,,,,,,3.0,2.0,5.0,2.0,3.0,5.0,5.0,2.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,2.0,5.0,4.0,5.0,5.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,3.0,3.0,5.0,3.0,1.0,4.0,5.0,Perhaps ask what people know about love languages and what they think they are after the survey to see if it aligns with the results. ,44861467,,21,SONA,spring24,8.266666666666667,,,8.0,,,,,,,
2024-04-02 20:21:52,2024-04-02 20:43:25,100,1293,1.0,R_7jPNqPFCbEIiUMu,1.0,1.0,,,,19.0,2.0,2.0,,1.0,,,,1.0,1.0,,"1,2",,,,,,,,2.0,3.0,4.0,3.0,2.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,5.0,3.0,5.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,1.0,4.0,5.0,"The more someone feels that they love someone, are they more likely to do certain sexual acts or perform differently as opposed to engaging in a casual sexual experience?",59710941,,22,SONA,spring24,21.55,,,8.0,,,,,,,
2024-04-03 00:44:53,2024-04-03 00:51:45,100,412,1.0,R_2KqnGye6fXob2hG,1.0,1.0,,,,22.0,2.0,2.0,,3.0,,5.0,3.0,1.0,1.0,,1,,5.0,7.0,5.0,7.0,5.0,6.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,5.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,5.0,No,85136199,,23,SONA,spring24,6.866666666666666,63.0,5.25,1.0,,,,,,,
2024-04-03 07:24:14,2024-04-03 07:32:44,100,510,1.0,R_1j6baI6PoYN9Alw,1.0,1.0,,,,22.0,2.0,3.0,,3.0,,4.0,6.0,1.0,5.0,queer (attracted to people not on the basis of sex),2,,7.0,7.0,7.0,7.0,7.0,7.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,1.0,4.0,5.0,How do people's love languages differ when giving VS receiving love?,40128791,,24,SONA,spring24,8.5,54.0,4.5,2.0,,,,,,,
2024-04-03 10:58:02,2024-04-03 11:07:44,100,581,1.0,R_3Q7rxt7nuO1VX2h,1.0,1.0,,,,20.0,2.0,2.0,,3.0,,2.0,11.0,1.0,1.0,,2,,7.0,7.0,6.0,4.0,4.0,7.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,1.0,4.0,5.0,I think questions like these are good and reflective! Maybe some about how partners feel about their communication with their significant other would be interesting to see.,59984999,,25,SONA,spring24,9.683333333333334,35.0,2.9166666666666665,2.0,,,,,,,
2024-04-03 13:49:59,2024-04-03 13:55:00,100,301,1.0,R_1rwFgydJoB1DHST,1.0,1.0,,,,22.0,1.0,1.0,,1.0,,,,1.0,1.0,,1,,,,,,,,5.0,4.0,4.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,5.0,3.0,1.0,1.0,3.0,5.0,4.0,5.0,4.0,1.0,5.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,1.0,4.0,5.0,How we can cope with stress in efective ways,55173796,,26,SONA,spring24,5.016666666666667,,,1.0,,,,,,,
2024-04-03 14:19:23,2024-04-03 14:31:31,100,727,1.0,R_7EYa80Vmm3HklDk,1.0,1.0,,,,19.0,2.0,2.0,,1.0,,,,1.0,5.0,Biromantic/ Demisexual (Romantically attracted to both sexes but not sexually attracted unless there is a close bond) ,2,,,,,,,,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,5.0,I do not have any questions.,14759128,,27,SONA,spring24,12.116666666666667,,,2.0,,,,,,,
2024-04-03 15:47:32,2024-04-03 15:53:42,100,370,1.0,R_5mADyMd01otn0pr,1.0,3.0,I found it through a class.,,,22.0,1.0,3.0,,2.0,,,,1.0,2.0,,"2,4",,,,,,,,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,,81580086,,28,SONA,spring24,6.166666666666667,,,8.0,,,,,,,
2024-04-03 18:14:44,2024-04-03 18:21:41,100,416,1.0,R_7oqj1ea8T3ha66s,1.0,1.0,,,,20.0,2.0,2.0,,3.0,,1.0,7.0,1.0,1.0,,2,,7.0,7.0,7.0,7.0,4.0,7.0,2.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,5.0,,45464118,,29,SONA,spring24,6.933333333333334,19.0,1.5833333333333333,2.0,,,,,,,
